posterId,title,description,somCoordinate,representationsCoordinate,clusterId
po001789,文部省推薦図書　九月　日本出版配給株式会社,（教養）、大久保利謙著、日本の大学、創元社、昭和十八年五月発行、2.46、、、、青木正兒著、支那文学思想史、岩波書店、昭和十八年四月発行、3.86、、、、高木貞治著、数学小景、岩波書店、昭和十八年六月発行、2.86、、、、保柳睦美著、北支・蒙古の地理、古今書院、昭和十八年六月発行、3.10、、、、（一般）、、、、吉岡金市著、農業機械化図説、白揚社、昭和十八年三月発行、3.50、、、、村上秀二著、水の生活科学（改訂版）、柏葉書院、昭和十八年発行、2.92、、、、各務鑛三著、硝子の生長（改訂版）、七丈書院、昭和十八年八月発行、2.00、、、、（青年）、、、、近藤孝太郎著、改訂働く者のための絵画（青年学校中等学校上級向）、東洋書館、昭和十八年八月発行、2.10、、、、瀧田憲次著、改訂図南挺進軍（青年学校・中等学校中級上級向）、天佑書房、昭和十八年九月発行、1.65、、、、豊沢豊雄、近藤義明共著、久米栄左衛門（青年学校・中等学校中級向）、高山書院、昭和十八年八月発行、1.91、、、、、興梠忠夫著、近世名機械工伝、改訂黒田伊三郎（青年学校・中等学校中級向）、東山書院、昭和十八年八月発行、1.06、、、、、百瀬一著、空征く少年兵（青年学校・中等学校初中級向）、大東亜書房、昭和十八年四月発行、1.70、、、、（青年・児童）、、、、森欣一著、少国民大東亜戦記、フィリッピン攻略戦（国民学校高等科・青年学校及中等学校初級向）、晴南社、昭和十八年七月発行、1.26、、、、新屋教幸繁著、藤原鎌足公（改訂版）（青年学校及中等学校初級向）、学習社、昭和十八年九月発行、.69、、、、山崎英祐著、少国民大東亜戦記、ジャワ進攻戦（改訂版）（国民学校五年以上高学年向）、晴南社、昭和十八年九月発行、1.26,884,,150.0
po001790,文部省推薦図書　十月　日本出版株式会社,（教養）、橋本進吉著、古代国語の音韻に就いて、明世堂書店、昭和十七年六月発行、1.60、、、、石田幹之助著、欧米に於ける支那研究、創元社、昭和十七年六月発行、5.50、、、、（一般）、、、、中山竜次著、戦争と電気通信（改訂版）、電気通信協会、昭和十七年七月発行、1.20、、、、、田辺平学著、ドイツ防空科学国民生活、相模書房、昭和十七年五月発行、2.50、、、、W・A・R・ウッド著、郡司喜一訳、タイ国史、富山房、昭和十七年三月発行、2.20、、、、根岸俈著、華橋襍記、朝日新聞社、昭和十七年四月発行、1.00、、、、岡田武松著、改稿気象学講話、岩波書店、昭和十七年七月発行、3.50、、、、高野六郎著、予防医学ノート、河出書房、昭和十七年七月発行、2.50、、、、、（青年）、、、、和田傳著、野の真珠、錦城出版社、昭和十七年七月発行、2.00、、、、津村敏行著、南海の日章旗、海洋文化社、昭和十七年六月発行、1.40、、、、菊地寛著、勤皇菊地一族、大日本雄辦会講談社、昭和十七年八月発行、1.60、、、、（児童）、、、、深沢紅子書、巽聖歌文、花とヨイコチャン（六、七歳向）、国華堂、昭和十七年七月発行、0.40、、、、瀧田要吉著、山ノオモチャ（六－八歳向）、博文館、昭和十七年九月、0.40、、、、石川淳著、渡辺崋山（国民学校五年以上高学年向）、三省堂、昭和十七年八月発行、2.00、、、、大宮昇著、石炭を生む山（国民学校六年以上高学年及中等学校初年級向）、学習社、昭和十七年七月発行、0.65,965,,150.0
po001791,文部省推薦図書　十月　日本出版株式会社,岡不可止著、吉田松陰、大日本雄辯会講談社、昭和十八年九月発行、2.86、、、、望月信成著、日本上代の彫刻、創元社、昭和十八年六月発行、3.93、、、、三菱経済研究所編、米国戦争経済力の基礎研究、三菱経済研究所、昭和十八年二月発行、4.00、、、、、一般、、、、山根翠堂著、花道日本、教育研究会、昭和十八年七月発行、2.30、、、、、一般及青年、、、、隈部一雄著、自動車と汽車（一般中等学校・青年学校上級向）、羽田書店、昭和十八年七月発行、1.46、、、、青年、、、、広瀬豊著、吉田松陰（改訂版）（中等学校・青年学校上級向）、日本青年教育会出版部、昭和十八年七月発行、1.26、、、、關、一著、水戸の大砲（中等学校・青年学校初級・中級向）、大日本雄辦会講談社、昭和十八年六月発行、1.55、、、、石原時雄著、太平洋歴史物語（改訂版）（中等学校・青年学校初級・中級向）、山一書房、昭和十八年九月発行、3.80、、、、興梠忠夫著、続豊治（改訂版）（中等学校・青年学校上級向）、東山書院、昭和十八年九月発行、1.40、、、、木暮豊年著、戦ふ水雷戦隊（中等学校・青年学校初級中級向）、大東亜社、昭和十八年八月発行、1.60、、、、内田清之助著、日本の鳥（中等学校・青年学校初級中級向）、大日本雄辯会講談社、昭和十八年八月発行、1.55、、、冨塚清著、科学への第一歩（中等学校・青年学校中級・上級向）、日本青年館、昭和十八年四月、1.70、、、、児童、、、、佐藤鈴夫著、朝顔のいのち（改訂版）（国民学校中級向）、駸々堂、昭和十八年十年発行、1.30,887,,150.0
po001792,文部省推薦図書　十一月　日本出版配給株式会社,教養、、、、、村井勲著、協力工場の能率増進、高山書院、昭和十八年五月発行、3.00、、、、一般、、、、半沢耕実、田中芳勤、田中公平、共著、沃土満州を拓く、東亜書林、昭和十八年六月発行、2.47、、、、本間順治著、日本刀の話、春陽堂文庫出版株式会社、昭和十八年六月発行、1.00、、、、宇賀田為吉著、煙草と健康、羽田書店、昭和十八年四月発行、1.40、、、、一般・青年、、、、山本周五郎著、小説日本婦道記、大日本雄辯会講談社、昭和十八年八月発行、1.85、、、、原口氏雄著、星と兵隊、偕成社、昭和十八年十月発行、2.10、、、、青年、、、、丸尾長顯著、青年川原大尉（中等学校・青年学校初級中級向）、東京社、昭和十八年六月発行、2.10、、、、小津茂郎著、馬づくりの話（中等学校・青年学校上級向）、三省堂、昭和十八年八月発行、2.10、、、、青年・児童、、、、森本治吉著、万葉のうた（国民学校高学年・中等学校・青年学校初級中級向）、大日本雄辦会講談社、昭和十八年九月発行、1.67、、、、児童、、、、、巌谷小波作、黒崎義介書、キノコノキノスケ、小学館、昭和十八年八月発行、1.18、、、、巽聖歌著、富樫寅平書、マンシウノコドモ、白鳩社、昭和十八年九月発行、.75、、、、渡辺三郎著、南方童話の旅（国民学校四・五年向）、帝教書房、昭和十八年七月発行、1.90、、、、日本少国民文化協会編、旧軍神の御霊に捧ぐ（改訂版）（国民学校児童及教師向）、童話春秋社、昭和十八年十一月発行、1.46、、、、、沢寿次著、ゴビ沙漠探検行（改訂版）（国民学校六年以上向）、東雲堂、昭和十八年十一月発行、1.80,497,,150.0
po001794,文部省推薦図書　十二月　日本出版配給株式会社,教養、、、、小西重直著、広瀬淡窓、文教書院、昭和十八年七月発行、1.69、、、、オイゲン・ディーゼル著、大沢峰雄訳、技術論（改訂版）、天然社、昭和十八年十一月発行、4.35、、、、美濃口時次郎著、日本工業労働力論、甲文堂書店、昭和十八年八月発行、1.74、、、、一般、、、、神保光太郎著、昭南日本学園愛之事業社、昭和十八年八月発行、2.39、、、、武田元敏著、国民電気読本、山海堂出版部、昭和十八年八月発行、3.15、、、、中谷宇吉郎著、樹氷の世界、甲鳥書林、昭和十八年九月発行、3.10、、、、児童、、、、田畑修一郎著、ぼくの満洲旅行記（国民学校四年以上高学年向）、金の星社、昭和十八年九月発行、1.44、、、、菊地寛著、空の軍神（国民学校六年以上高学年向）、大日本飛行協会、昭和十八年八月発行、1.90、、、、關谷健哉著、錨（国民学校六年以上高学年向）、海洋文化社、昭和十八年十一月発行、2.70,52,,150.0
po001795,文部省推薦図書　十二月　日本出版配給株式会社,（青年）、、、、清閑寺健著、軍神を生んだ母、典亜日本社、昭和十七年九月発行、1.50、、、、塩原康三著、銃剣道、アルス、昭和十七年八月発行、1.20、、、、植村茂夫著、海軍魂、東水社、昭和十七年四月発行、1.50、、、、、（一般）、、、、黒田正利著、イタリア研究、甲鳥書林、昭和十七年八月発行、2.00、、、、難波三十四著、防空、ダイヤモンド社、昭和十七年八月、1.90、、、、東健一著、防空の科学、河出書房、昭和十七年九月発行、1.20、、、、井藤半禰著、財政学入門（増訂）、日本評論社、昭和十七年九月発行、2.00、、、、（教養）、、、、鈴木重夫著、電子顕微鏡、河出書房、昭和十七年九月発行、1.50、、、、オーギュスト・ピカール著、岩崎友吉訳、成層圏へ、白水社、昭和十七年八月発行、1.80、、、、牧村進、辻村泰男共著、傷痍軍人労務輔導、東洋書館、昭和十七年八月発行、3.50,963,,150.0
po001796,文部省推薦図書　二月,青年、、、、今村文英著、陸軍幼年学校の生活（中等学校初級向）、越後屋書房、昭和十八年十一月発行、新刊弘報「二四五」、1.95、、、、和田傳著、日本の村長（青年学校中・上級向）、鶴書房、昭和十八年十二月発行、新刊弘報「新三八四五」、2.06、、、、山田浩著、碧雲寮（中等学校・青年学校中・上級向）、弘学社、昭和十八年十一月発行、新刊弘報「新三五三〇」、2.50、、、、須川邦彦著、闘ふ日本の船（中等学校、青年学校初級向）、大東亜社、昭和十八年十一月発行、新刊弘報「新二四一三」、1.60、、、、一般、、、、山本洋一著、銹－（鐡のさび）－、高山書院、昭和十八年十一月発行、新刊弘報「新三一一四」、4.05、、、、梶原二郎著、水道物語、陸軍の友社東華堂、昭和十八年十二月発行、新刊弘報「新四〇六三」、3.13、、、、児童、、、、、大木惇夫著、椰子・リス・ジャワの子（国民学校五年以上高学年向）、南北社、昭和十八年十二月発行、新刊弘報「新二九六九」、1.68,961,112.0,150.0
po001797,文部省推薦図書　四月,教養、塩野谷九十九著、アメリカ戦時経済と金融統制、同文館、昭和十九年一月発行、弘報番号「新四四二五」、5.25、、、、一般、、、、山岡荘八著、元帥山本五十六、大日本雄辯会講談社、昭和十九年三月発行、弘報番号「初二九四」、2.07、、、、沢田謙著、後藤新平傳（改訂版）、大日本雄辯会講談社、昭和十九年三月発行、弘報番号「再六六六」、2.08、、、、右田正男著、水産と科学、天然社、昭和十九年二月発行、弘報番号「五一〇〇」、2.82、、、、科学朝日編、国民学校新教材による、自然観察の教室、朝日新聞社、昭和十八年発行、弘報番号「新四一二三」、1.87、、、、青年、、、、原田種寿著、翼の蔭、大日本雄辯会講談社、昭和十九年二月発行、弘報番号「初二三八」、1.54、、、、児童、、、、安孫子英彦著、軍馬少年隊（国民学校五学年以上高学年向）、六藝社、昭和十九年一月発行、弘報番号「新一〇三九」、1.60,962,,150.0
po001798,文部省推薦図書　十月　文部省,一般推薦図書、大陸巡游吟、吉植庄亮著、改造社、二、円〇〇、、、、岩波新書野口英世、小泉丹著、岩波書店、五〇、、、、改訂不惜身命、山本有三著、創立社、一、七〇、、、満洲人の少女、小泉菊枝著、月刊満洲社、五〇、、、、呉淞クリーク、日比野士朗著、中央公論社、一，〇〇、、、、朝日航空講座（下巻）、朝日新聞社編、朝日新聞社、二，〇〇、、、、トンネルの話、アーチ・バルトブラック著、平山復二郎訳、岩波書店、一、円六〇、、、、人事調停法概説、片山哲著、巌松堂書店、一，二〇、、、、児童推薦図書、、、、、幼児標準絵本3「ムラノコドモ」、武井武雄著、鈴木仁成堂書店、四〇、、、、六年生特選童話、塚原健二郎著、童話春秋社、七五、、、、四年生特選童話、川崎大治著、童話春秋社、七五、、、、ひらがな童話集、浜田広介著、金の星社、一，〇〇,650,,150.0
po001799,文部省推薦図書　三月　文部省,（一般ノ部）、隣組と常会、常会運営の基礎知識、鈴木嘉一著、誠文堂新光社発行、、円八五、、、、村塾建設の記、松田甚次郎著、実業之日本社発行、一，五〇、、、、殉職記録赤十字旗、矢木沢健著、興風館発行、一，四〇、、、、特異児童、戸川行男著、目黒書店、発行、二，〇〇、、、、創元科学叢書、物質の神秘、インフェルト著、石橋栄訳、創元社発行、一，八〇、、、、（児童ノ部）、、、、村岡花子童話一年生、村岡花子著、文昭社発行、一，円三〇、、、、学年別新選童話集三年生、ふしぎな池、豊島興志雄著、新潮社発行、一，八〇、、、、学年別新選童話集四年生、鳩とりんご、小川未明著、新潮社発行、一，八〇、、、、日出づる国の子（小学校高学年及中等学校初学年向）、山中峰太郎著、至玄社発行、一，二〇、、、、新日本少年少女文庫西洋文学選（小学校高学年及中等学校初学年向）、島崎藤村著、新潮社発行、一，五〇、、、、万葉集物語訂正版（小学校六年及中等学校生徒向）、森岡美子著、金蘭社発行、一，九〇,649,,150.0
po001800,黒住成章,貴下の清き一票を、衆議院議員候補者,1990,,38.0
po001801,黒住成章君,理想的なる吾等の選良、良心の命ずる所従て清く尊きこの一票を、選ぶ人正しければ選ばれる人亦正し,1832,194.0,38.0
po001802,黒住成章,,1835,,38.0
po001803,神山雄吉,日時、月、日、午後六時半より、場所、実業同志会公認、政見発表、演説会、吾人の主張、一、廃減税、営業収益税、地租、清涼飲料税、毛織物消費税（以上全廃）、砂糖、消費税、登録税及印紙税、酒税、関税（以上減税）、所得税（免税点引上）。、二、社会政策施設、国立職業紹介所ノ設立、失業保険実施準備、国立各種療養所ノ建設、貧困不具者ノ救護、出獄者保護、養老年金ノ実施、成人教育施設。,1989,,22.0
po001804,選挙の心得,選挙の法律規則を知らないと思い掛けない罪を犯して刑罰を受けるやうなことになりますから充分注意せねばなりませぬ。左に一般の人の心得ねばばらぬ事柄の概畟を述べて参考に供します。、議員候補者、選挙事務長、選挙委員又は選挙事務員以外の人が演説か推薦状かに依るの外選挙運動をしたら、選挙運動の費用を支出したりすると犯罪になります。選挙事務長以外の人が選挙委員や選挙事務員を選任したり又は選挙事務所を設けると犯罪になります。、何人でも選挙運動の為に休憩所や休憩所に似たものを設けると犯罪になります。何人でも戸別訪問をすると犯罪になります。、何人でも連続して個々の選挙人に対して面接したり又は電話をかけたりして選挙運動をすると犯罪になります。、選挙権のない人が選挙事務長や選挙委員や又は選挙事務員になると犯罪になります。、選挙運動の為頒布したり、掲示したりする文書や図画の寸法色合又は頒布及掲示の場所、方法などについての制限を守らぬと犯罪になります。、金銭や品物や、手形等を貰ったり、貰ふ約束をしたり又は貰ひたいと要求すると犯罪になります。、饗應や接待を受けたり、受ける約束をしたり又は受けたいと要求すると犯罪になります。、投票所などへの往復に乗物に乗せて貰ったり又は車馬賃、茶代、宿料等を貰ったり貰ふ約束をしたり、貰いたいと要求すると犯罪になります。、公私の地位を与へられたり、其の地位を得ることの約束をしたり又は得たいと要求すると犯罪になります。、用水や小作料や貸借などの利害関係で誘はれて之に應じると犯罪になります。、神社や寺院や、学校や会社や、組合や、市町村等に寄付するとか、便利を与えるとかいふやうな事柄を利用して勧誘せられたとき之に應ずると犯罪になります。、選挙人議員候補者、運動者、当選任などの身辺に追随ふたり、乱暴したり些細なことでも嚇したり、無理やりに連れ出したり又は抑留したりすると犯罪になります。、演説を妨害したり、往来や集会の便を妨げたりすると犯罪になります。、議員候補者の当選を得る為に、又は当選を妨げる為にありもせぬ偽の事柄を演説したり、新聞や雑誌に書き立てたり、ビラやポスターに書いて張ったり配ったりなどすると犯罪になります。、大勢集ったり、練り歩いたり、煙花を揚げたり、鐘や太鼓を鳴らしたり旗を立てたりなどすると犯罪になります。、銃器や、槍や、刀や、棍棒のやうな物を携帯すると犯罪になります。、大勢集って乱暴したり、騒いだりすると犯罪になります。、詳しいことは衆議院議員選挙法や、治安警察法や警察犯処罰令等を御覧なさい,572,,146.0
po001805,内務省,投票スレバ明クナリ、昭和維新新興論政治ガ実現スル、皆さん、投票所へ、棄権スレバ暗クナル,1557,,149.0
po001806,北海道庁,投票！二月廿日,114,,110.0
po001807,普選,二月二十日、ちょっと一票！、身の為、国の為、函館市役所,1991,,148.0
po001808,平出喜三郎,立憲民政党、公認候補者、函館市西浜町三二番地、今井惣之丞、電話三二三〇番,1827,,19.0
po001809,平出喜三郎君,水産立国ノ為ニ、決議、衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス、昭和三年一月十七日全国水産大会、昭和三年一月十七日、全国水産大会、責任者、函館市西浜町三二番地、今井惣之丞、電話三二三〇番、内務省検閲済、二度刷,1246,,19.0
po001810,平出喜三郎君へ,函館市西浜町三二番地、今井惣之丞、電話三二三〇番、、国家ノタメニ、アナタノタメニ,890,,19.0
po001811,平出喜三郎君へ,普選第一線ニ於テ、、函館市西浜町三二番地、今井惣之丞、電話三二三〇番,2025,,19.0
po001812,立憲民政党本部,堂々と戦ひませう、民政党の主張は公明、正大、普選の徹底,1165,,149.0
po001813,民政党・政友会,国民の総意を反映す、私利党略,81,,149.0
po001814,立憲民政党本部,皆さんおまどひなさらぬやうに、借金して見えを張る政友会、内面はこの通り、、整理緊縮真面目で押し行く民政党、内に漲る堅実味、函館市西浜町三二番地、今井惣之丞、,1822,,149.0
po001815,加藤貫一,労働農民党の主張、労働者に食と仕事を与えよ！、働らく農民に土地を保証しろ、凡ての人民に自由を与へよ！、、労働農民党公認候補、函館市駒止町八番地、高島末太郎,1271,,22.0
po001816,政友会,農村根興はこれこの腕,1649,,149.0
po001817,立憲政友会,国民諸君は何づれの姿を望むや、地方に財源を■ふれば完全な発達は自然に来る、地方分権丈夫なものよひとりあるきで発てんす、中央集権は不自由なものよ、足をやせさし杖もろふ、中央に財源を奪ひて補助するは市町村を不便に■するもの、、地租ダ市町村ニ移セバ恒久財源ヲ得テ市町村民ノ負担ガ軽クナリ従ッテ地方ハ発展ス地域セマキ町村封シテハ例外ヲ設ケ教員ノ俸給ヲ補助ス,1006,,149.0
po001818,松野喜内,実同公認、諸君!!!郵便貯金を喰ひ荒す既成政党を尚たすけらるか、職業政治家、既成政党、、、神田区美倉町十四、責任者、大久保惣左衛門,1837,196.0,22.0
po001819,貴下の一票は松之喜内へ,正義は働く者の味方なり、職業政治家、神田区美倉町十四、責任者、大久保惣左衛門,42,,39.0
po001820,水上嘉一郎,実業同志会公認、二月日午後六時開会、町、会場、小学校、衆議院議員候補者、政見発表演説会、応援辧士,1128,116.0,21.0
po001821,神山雄吉,実業同志会公認候補、従来我々が余りに政治に冷淡であった為め、今日迄の政権は何れも政商等の金を集めて自己の権力や、名誉や、利権のために浮身をやつし、其結果今日の政界は誠に醜き状態を呈して居ります。将来斯くの如き政党に、大切なる政治を任せて安心が出来ませぬから。私は自ら進んで政界革新の為めに奮起したる実業同志会の公認となって立候補致したのであります、何うぞ真面目なる政治を行ひ得る様実業同志会に御投票を願ひます。、日本橋区元柳町、責任者乙訓虎雄,1838,,22.0
po001822,水上嘉一郎,腐敗せる政界の革新、不経済なる政治の経済化、国費の大節約、国民の負担軽減、司法権の独立、実業同志会公認、衆議院議員候補者、官業の大整理、営業収益税の全廃、真に住みよい国にする、養老年金の実施、下級官吏の増俸、芝区三田四■町二番地、責任者稲村藤太郎,816,,21.0
po001823,地租委譲！,義務致■費全額国庫負担！,1180,,209.0
po001824,寺部頼助,フケイキは何処から来た!!!、国の費用が多いから、国民の負担が重いから、国の借金が多いから、責任者、■、志村■、実業同志会公認、衆議院議員候補者、,315,,40.0
po001825,五来欣造,衆議院議員候補者、五来欣造、重税、珂北青年党、、、責任者久慈郡佐原村三二九三石井寛一,313,,22.0
po001826,中川原貞機,国民死活■分岐点、衆議院議員候補者、貴下の一票で、選良之人選に心せよ皇国之興廃此一挙、、、青森県三戸郡五戸町字古堂三番地、事務長三浦種良,680,,40.0
po001827,中川原貞機,青森県三戸郡五戸町字古堂三番地、事務長、三浦種良,121,,40.0
po001829,高木益太郎,人権擁護、悪税撤廃、民力充実、衆議院議員候補者、民政党公認、、、東京市神田■、責任者、作間■,712,,22.0
po001830,安部磯雄,第二区衆議院議員候補者,1992,,22.0
po001831,黒住成章君,水産立国ノ為ニ、、決議、衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス、昭和三年一月十七日全国水産大会、昭和三年一月十七日、全国水産大会、責任者、,1092,,38.0
po001832,佐々木平次郎君ヲ推薦ス,国政は舟の如く、一票は擢の如く、立憲政友会公認衆議院議員候補者、選挙事務局長、函館市舟見町九十四番地佐々木仙太郎,1282,,23.0
po001833,佐々木平次郎君ヲ推薦ス,清い一票、明るい日本、立憲政友会公認衆議院議員候補者、選挙事務局長、函館市舟見町九十四番地佐々木仙太郎,888,,23.0
po001834,東武君,水産立国ノ為ニ、、決議、衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス、昭和三年一月十七日全国水産大会、昭和三年一月十七日、全国水産大会、責任者、,1900,,108.0
po001835,東武君へ！,ほんとうに働く人を選びませう,1914,,108.0
po001836,吾等の代表東武君へ！,熱の人、腕の人、実行の人、,275,,108.0
po001837,檀野礼助,北海産業界の先覚,40,,23.0
po001838,檀野礼助,北海道産業界の先覚,309,,23.0
po001839,檀野礼助君,水産立国ノ為ニ、、決議、衆議院議員総選挙ニ際シ水産ニ関係アル同志ノ候補者ヲ多数選挙スルコトニ結束努力スルコト右決議ス、昭和三年一月十七日全国水産大会、昭和三年一月十七日、全国水産大会、責任者、,29,,23.0
po001840,林路一,選ぶ人正しければ選ばれる人正し、選挙事務長、上川郡比布村字比布、村上元吉,1836,,18.0
po001841,三井徳寳君,政見発表演説会、政友会公認、衆議院議員候補者、辯士、二月、日午、時ヨリ於,119,13.0,39.0
po001842,三井徳宝,御投票を願ます、二月２０月曜日,391,,20.0
po001843,三井徳宝先生,私共は満堂一致と以て人格手腕量と有する三井徳宝先生を最適任者として推薦す有権者諸氏よ若人の意を諒察されよ、貴下の清き一票を三井徳宝と御投票下さい、、、昭和維新普選実施のとき、全国大学学生同志会、候補者推薦委員会,1921,224.0,20.0
po001844,三井徳宝推薦,政見発表演説会、衆議院議員候補者、、日午、時、、於,1913,221.0,20.0
po001845,三井徳宝君応援演説会,政友会公認、衆議院議員候補者、辯士、会場、、二月、日前後、時より,199,14.0,156.0
po001846,生徒募集横浜専門学校,高等商業科、貿易科、法学科、（規則書要郵券２銭）、横浜市六角橋、試験地及期日、横浜、京都、広島、（三月廿四・五日）、京城（三月卅・卅一日）、札幌（四月一、二日）、東京、名古屋、大阪、福岡（四月三、四日）、試験科目、（一）英語、（二）国語、（三）他ニ代数幾何、商簿ノ内一科目ヲ選定受験、（四）口頭試問、（五）体格検査、（無試験検定入学制アリ）,1673,,138.0
po001847,生徒募集横浜専門学校,高等商業科（百四十名）、貿易科（百名）英独佛支西語各科、法学科（七十名）、司法類、経営管理類、横浜市六角橋、、試験地及期日、横浜、名古屋、京都、広島（三月廿四・五日）、札幌、京城（三月三・三一日）、東京、大阪、福岡（四月三、四日）、試験科目、（一）英語、（二）国語、（三）他ニ代数幾何、商簿ノ内一科目ヲ選定受験、（四）口頭試問、（五）体格検査、（無試験検定入学制アリ）（規則書要郵券二銭）,1072,,138.0
po001848,横浜専門学校給費生募集,高等商業科、貿易科、法学科、給費金額、第一種、年額金一百円以内、第二種、年額金三百円以内、、募集人員二十名、試験地及期日、名古屋、広島（昭和十一年一月四、五日）、横浜、京都、福岡（昭和十一年一月六、七日）、詳細ハ郵券二銭封入本会宛照合ノコト、、、横浜専門学校（横浜市六角橋）,576,,138.0
po001849,生徒募集横浜専門学校,高等商業科（百名）、貿易科（百名）英独佛支西語各科、法学科（七十名）、甲類、乙類、（規則書要郵券二銭）、横浜市六角橋、、試験地及期日、、京城（三月廿ニ・三日）、京都、広島、横浜（三月廿四・五日）、仙台（四月ニ・三日）、東京、大阪、名古屋、福岡（四月三・四日）、、、試験科目、（一）英語、（二）国語、（三）他ニ代数幾何、商簿ノ内一科目ヲ選定受験、（四）口頭試問、（五）体格検査、（無試験検定入学制アリ）,123,,138.0
po001850,生徒募集岐阜薬学専門学校,出願期限、自一月十五日至三月七日、、試験科目、代、数・化学（無機）、、試験期日、三月十二十三十四日、、募集人員、約百三十名、、試験場、本校及岐阜市公会堂、、詳細ハ郵券封入本校宛照会セラレタシ,1209,,142.0
po001855,生徒募集岐阜薬学専門学校,出願期限、自一月十五日至三月六日、、試験期日、三月十二十三日、、、試験科目、数学（代数）・語学（英文和訳）・化学（無機）、、募集人員、約百三十名、、試験場、本校及岐阜市公会堂、、詳細ハ郵券封入本校宛照会スベシ、、、,1383,,142.0
po001856,早稲田大学校外生の会,来れ！独学を志す青少年、入場無料、日時七月九日（午後六時）、会場、真砂町日魯会社講堂、主催早稲田同攻会函館支部、後援、早稲田大学出版部、、,195,,139.0
po001858,早稲田大学校外生の会,来れ！独学を志す青少年、入場無料、日時九月一日午後六時、会場共愛会館、主催、早稲田大学校外教育部、、早稲田大学出版部,1046,,139.0
po001861,東京第一高等無線工科学校,無線、技術部、通信部、夜間部ヲ併有スル本邦唯一ノ認可学校、入学資格、高等科中四修了、速成科中三修了、普通科尋卒以上、第二校舎、東京板橋、建設地、上井草、、東京市本郷区お茶の水元町、電話小石川（八五）二九三二．五九〇一．七〇四三番,788,,141.0
po001862,横浜専門学校,給費生募集、高等商業科、貿易科、法学科、機械工学科、電気工学科、工業経営科、試験場及期日、横浜、名古屋、広島（十二月廿四、五日）、京都、福岡、（十二月廿六、七日）、、給費金額、年額金三百円以内、横浜市六角橋、採用人員、約二十名、（詳細ハ給費生ト明記三銭切手封入照会ノコト）,1071,,142.0
po001864,給費生募集横浜専門学校,高等商業科、貿易科、法学科、給費金額、第一種、年額金壱百円以内、第二種年額金三百円以内、募集人員三十名、試験地及期日、名古屋、広島（昭和十年一月四、五日）横浜、京都、福岡、（昭和十年一月六、七日）、、詳細ハ郵券二銭封入本会宛照合ノ事、横浜専門学校奨学会、（横浜市六角橋）,44,,138.0
po001866,市立函館実修女学校,生徒募集働きつヽ学べる、、商業科、技芸科（本科…高小卒…250名、研究科…本科又ハ高女卒…一〇〇名、専修科…尋卒以上…一〇〇名、、、、タイプライター科…本科高女卒…二〇名、、、、施設完備、学費僅少、晝夜授業、函館女子高等小学校内電話二八二八番、出願期日、二月一日ヨリ三月末日マデ,631,,115.0
po001867,函館高等水産学校,Boys!、Be、Ambitious!、海洋制覇、、海国日本に水産立国、躍進日本に水産教育、海の宝庫、吾等を招く、輝く希望と吾等が抱負、集る学徒、吾等が学園、昭和十三年度学生募集、、、募集要項、一、募集人員、漁■科約三十名、製造学科約三十名、養殖学科約二十名、一、出願期日、無試験検定、自一月二十日、至二月五日、、試験検定自一月二十日、至三月五日、、、一、試験期日、三月十七日、三月十八日、一、試験場、本校・札幌・東京・神戸・福岡、、詳細は本校に照会のこと（三銭切手封入）,551,53.0,208.0
po001869,皇学儒学大東文化学院,東京九段、高等科、漢文科高等教員試験検定ノ資格アリ、、、、本科、漢文科中等教員無試験検定ノ資格アリ（更ニ修身、国語ノ資格増加申請中）、、、国体精神明徴、東洋文化専攻、、、支那語必修、、満洲支那進出至便、、詳細ハ郵券封入照会,1379,,140.0
po001870,明治学院,生徒募集、高等学部、英文科、社会事業科、、高等商業部、第一部（晝）、第二部（夜）、、試験地、東京、大阪、、、東京・芝・白金,1060,,128.0
po001871,給費生ヲ募集ス,一、採用人員、約二十名（高等商業科、貿易科、法学科）、、一、給費金額、年額金三百円以内、、一、試験場及期日、名古屋、広島（一月四、五日）、横浜、京都、福岡（一月六、七日）、、横浜専門学校、横浜市六角橋、（詳細ハ給費生ト明記三銭切手封入照会ノコト）,729,,138.0
po001872,海軍志願兵募集,願書提出期限、昭和十三年一月十五日、検査期日、昭和十三年二月、日、検査場所、函館市公会堂、詳細ニ付テハ市（区）役所、町村役場ニ問合スコト、海軍省,424,,199.0
po001873,学生募集,同志社大学予科、二年制（中等学校卒業者）二五〇名、、三年制（中学四年修了者）一〇〇名、、入学願書〆切、（二年制四月三日、三年制四月八日、、、、入学試験期日（二年制四月四、五日、三年制、四月九、十日、、、、入学案内書申込次第送付（京都市上京区今出川烏丸東）,34,,138.0
po001874,学校案内,,753,,151.0
po001901,海軍志願兵募集,護れ海国、、願書提出期日、昭和十二年一月十五日、検査期日、昭和十二年二月八日、検査場所、函館市元町公会堂、詳細ニ付テハ市（区）役所町村役場ニ問合スコト海軍省,1486,,199.0
